1001	0.5721
1002	0.1871
1003	0.04048
1004	-0.1463
1005	-0.3554
1006	-0.1293
1007	0.06157
1008	-0.4225
1009	-0.09644
1010	0.1575
1011	-0.07451
1012	-0.3445
1013	0.2407
1014	0.5775
1015	0.4234
1016	0.4461
1017	0.531
1018	0.7506
1019	0.5334
1020	0.543
1021	0.6398
1022	0.7868
1023	0.891
1024	0.5258
1025	0.307
1026	0.7618
1027	0.8176
1028	0.3658
1029	0.5117
1030	0.6293
1031	0.9422
1032	0.6368
1033	0.556
1034	0.6535
1035	0.2108
1036	0.6964
1037	-0.1129
1038	-0.03767
1039	0.5017
1040	0.3564
1041	0.4619
1042	0.9132
1043	0.2255
1044	0.6206
1045	0.7065
1046	0.3047
1047	0.2108
1048	0.4801
1049	0.186
1050	0.1383
1051	0.6442
1052	0.3216
1053	0.8553
1054	0.3418
1055	0.6166
1056	0.5591
1057	0.5893
1058	0.8179
1059	0.8612
1060	1.024
1061	1.189
1062	1.129
1063	1.219
1064	1.296
1065	1.113
1066	0.8449
1067	1.016
1068	0.7093
1069	0.3287
1070	0.6565
1071	0.2908
1072	0.08526
1073	-0.01151
1074	0.1603
1075	0.4328
1076	0.5363
1077	0.7417
1078	0.7311
1079	0.6725
1080	0.3974
1081	0.556
1082	0.6881
1083	0.4339
1084	0.9323
1085	0.09042
1086	1.25
1087	0.8613
1088	0.6111
1089	1.293
1090	0.9286
1091	0.3166
1092	0.9344
1093	1.592
1094	0.02634
1095	0.7883
1096	0.7192
1097	0.8545
1098	0.8875
1099	0.6836
1100	1.353
1101	0.8475
1102	0.4049
1103	0.7149
1104	0.7124
1105	0.3003
1106	1.077
1107	0.5645
1108	0.6265
1109	1.24
1110	0.7726
1111	0.5812
1112	0.4068
1113	0.9449
1114	0.6777
1115	0.7096
1116	0.5184
1117	0.7161
1118	0.4788
1119	1.026
1120	0.6316
1121	0.437
1122	0.4349
1123	0.007577
1124	0.4746
1125	0.5025
1126	0.2824
1127	0.5311
1128	0.4232
1129	0.5885
1130	0.3269
1131	0.6262
1132	0.4206
1133	-0.004919
1134	0.09536
1135	0.44
1136	0.8374
1137	0.7556
1138	0.7947
1139	0.7587
1140	0.9215
1141	0.5679
1142	0.7428
1143	0.3848
1144	0.5657
1145	1.323
1146	1.34
1147	0.09825
1148	0.5981
1149	0.6484
1150	0.4299
1151	0.6204
1152	0.6174
1153	0.7058
1154	0.6004
1155	0.4689
1156	0.4381
1157	0.7458
1158	0.4288
1159	0.6742
1160	1.144
1161	1.284
1162	1.05
1163	1.559
1164	1.158
1165	1.308
1166	0.6906
1167	0.3272
1168	0.2457
1169	0.7615
1170	0.6797
1171	1.235
1172	1.007
1173	1.42
1174	0.7796
1175	0.9872
1176	0.5739
1177	0.4839
1178	0.3295
1179	0.6203
1180	0.3462
1181	0.7453
1182	0.1655
1183	-0.05731
1184	0.07368
1185	0.2401
1186	0.1206
1187	-0.03026
1188	-0.03409
1189	-0.3225
1190	-0.1798
1191	0.02126
1192	0.3306
1193	0.2674
1194	0.2671
1195	0.06399
1196	0.699
1197	0.5614
1198	0.2293
1199	0.3774
1200	0.4279
1201	0.08912
1202	-0.1599
1203	0.02584
1204	0.2454
1205	-0.2033
1206	-0.1975
1207	0.09217
1208	0.2982
1209	-0.7264
1210	-0.01152
1211	0.1017
1212	0.2608
1213	0.3097
1214	0.2601
1215	0.3209
1216	0.29
1217	-0.2607
1218	0.7123
1219	0.3938
1220	0.8622
1221	0.4664
1222	0.2352
1223	0.2462
1224	-0.1687
1225	0.2507
1226	0.3012
1227	-0.1945
1228	0.3026
1229	0.2951
1230	-0.0445
1231	0.7145
1232	0.4031
1233	0.4519
1234	-0.001083
1235	0.373
1236	0.2234
1237	0.4671
1238	0.7498
1239	0.7793
1240	0.4666
1241	0.365
1242	0.1933
1243	0.7989
1244	0.9171
1245	0.409
1246	0.6123
1247	0.1582
1248	0.6492
1249	0.4455
1250	0.6745
1251	0.498
1252	0.6172
1253	0.7335
1254	0.7879
1255	0.452
1256	0.7775
1257	0.7913
1258	0.2055
1259	0.8652
1260	1.065
1261	0.8233
1262	0.3303
1263	0.2148
1264	0.9197
1265	0.3356
1266	0.82
1267	0.6643
1268	0.6026
1269	0.5435
1270	0.9243
1271	0.5136
1272	0.6977
1273	0.3465
1274	0.8841
1275	0.4041
1276	0.8687
1277	0.7511
1278	0.7018
1279	0.9659
1280	0.4987
1281	0.941
1282	0.7487
1283	0.7465
1284	0.3486
1285	0.4138
1286	0.829
1287	0.6614
1288	0.1222
1289	0.006349
1290	0.03382
1291	0.2564
1292	-0.3632
1293	-0.1913
1294	0.1431
1295	-0.3567
1296	0.06933
1297	0.00504
1298	-0.358
1299	-0.1379
1300	0.07998
1301	-0.0871
1302	-0.07234
1303	0.2463
1304	-0.05558
1305	0.246
1306	0.1518
1307	0.5828
1308	0.3803
1309	0.07759
1310	-0.3999
1311	-0.09685
1312	-0.05925
1313	0.3575
1314	-0.04867
1315	0.8217
1316	0.9358
1317	1.07
1318	0.7563
1319	0.7379
1320	0.6159
1321	0.5431
1322	0.6082
1323	0.8397
1324	1.327
1325	1.002
1326	0.3757
1327	0.3321
1328	0.5879
1329	0.2969
1330	0.2715
1331	0.1817
1332	0.8203
1333	0.2399
1334	0.4623
1335	0.7489
1336	0.6662
1337	0.3794
1338	0.3177
1339	0.8291
1340	1.141
1341	1.153
1342	1.266
1343	1.481
1344	1.336
1345	1.4
1346	1.18
1347	1.261
1348	1.275
1349	0.6659
1350	1.201
1351	1.293
1352	0.4425
1353	0.8771
1354	0.8494
1355	0.8349
1356	1.174
1357	0.5882
1358	0.59
1359	-0.02424
1360	0.5153
1361	0.6324
1362	0.4067
1363	0.6266
1364	0.4532
1365	0.5626
1366	0.3189
1367	0.8395
1368	0.6742
1369	0.2315
1370	0.2271
1371	0.5957
1372	1.244
1373	0.7522
1374	0.624
1375	0.6689
1376	1.071
1377	0.3149
1378	1.085
1379	0.485
1380	0.8377
1381	0.1606
1382	0.6175
1383	0.6176
1384	0.5127
1385	0.601
1386	0.5456
1387	0.6751
1388	0.8391
1389	0.6597
1390	0.4878
1391	-0.04886
1392	0.08819
1393	0.4036
1394	0.2528
1395	0.6193
1396	0.4375
1397	0.711
1398	0.5598
1399	0.6727
1400	0.6096
1401	0.6583
1402	0.9873
1403	0.5455
1404	0.461
1405	0.3835
1406	-0.04631
1407	0.3552
1408	0.1649
1409	0.5547
1410	0.5295
1411	0.3484
1412	1.042
1413	0.3986
1414	0.5579
1415	0.2207
1416	0.4839
1417	0.5217
1418	0.8646
1419	0.9327
1420	0.252
1421	0.2051
1422	0.4429
1423	0.5008
1424	-0.3774
1425	0.08026
1426	0.5316
1427	0.2735
1428	0.07478
1429	-0.05838
1430	-0.1034
1431	0.1287
1432	0.2359
1433	0.1348
1434	0.6079
1435	0.66
1436	0.22
1437	0.7881
1438	0.06111
1439	0.9369
1440	0.7536
1441	0.2501
1442	0.1848
1443	0.2876
1444	0.1808
1445	-0.08189
1446	0.0453
1447	0.1772
1448	0.5051
1449	0.3432
1450	0.4337
1451	0.6004
1452	0.5108
1453	1.095
1454	1.441
1455	0.8235
1456	0.6101
1457	0.5613
1458	0.4267
1459	1.14
1460	0.5919
1461	0.3959
1462	-0.2807
1463	0.6376
1464	0.193
1465	0.9079
1466	0.4712
1467	0.4037
1468	0.8383
1469	0.9209
1470	0.6964
1471	-0.04331
1472	0.6332
1473	0.7989
1474	0.3415
1475	0.1883
1476	0.6092
1477	0.5933
1478	0.8257
1479	0.9445
1480	0.7825
1481	0.7531
1482	0.235
1483	0.4668
1484	0.4073
1485	0.2055
1486	0.6327
1487	0.4087
1488	0.34
1489	0.2376
1490	0.3363
1491	0.603
1492	0.7876
1493	0.7923
1494	0.654
1495	0.2981
1496	0.44
1497	0.7813
1498	-0.3184
1499	-0.4161
1500	-0.2787
1501	-0.01273
1502	0.2143
1503	-0.1278
1504	0.03875
1505	0.3632
1506	0.3595
1507	0.0789
1508	0.3639
1509	0.1456
1510	0.4017
1511	0.2385
1512	0.3705
1513	0.1
1514	0.3741
1515	0.9743
1516	0.2573
1517	0.6071
1518	1.043
1519	0.6157
1520	0.647
1521	0.7985
1522	1.199
1523	0.8384
1524	1.087
1525	0.8538
1526	0.6365
1527	0.4274
1528	0.6864
1529	0.8768
1530	1.001
1531	1.544
1532	0.9472
1533	0.5992
