-0.035565	0.016289	-0.019456	0.056009	-0.003800	-0.026400	0.004200	-0.015409	-0.009803	9.17E-05	0.028992
0.077211	-0.035565	0.098165	0.070701	-0.027100	-0.037700	0.041800	0.020685	0.025998	0.014925	-0.016075
-0.013294	0.077211	-0.016913	0.025924	0.013000	-0.022000	0.017700	0.009515	0.011514	0.015033	0.015033
-0.019166	-0.013294	0.006600	0.075455	-0.031900	0.000600	0.030800	0.006612	0.024398	0.028358	0.033958
-0.109383	-0.019166	-0.107362	-0.146034	-0.035800	0.014600	0.016900	-0.021357	-0.014187	0.012150	0.033450
-0.062681	-0.109383	-0.152971	-0.145403	-0.036800	0.006200	0.036600	0.002791	0.004975	0.017358	0.067658
-0.017024	-0.062681	0.128817	-0.026221	-0.056200	0.003200	0.061500	0.007164	0.037590	0.000767	0.036267
0.056570	-0.017024	-0.064875	-0.061949	0.005000	-0.033100	-0.006100	0.014813	0.010399	-0.004342	-0.044942
0.017452	0.056570	0.009883	0.028555	0.009300	-0.018100	0.062900	0.009997	0.004300	-0.007725	-0.004925
0.045677	0.017452	0.023125	0.072729	0.038900	-0.018100	-0.094600	0.005749	0.019371	-0.006217	0.003733
0.063460	0.045677	0.093438	0.132013	0.039700	-0.005600	-0.114700	0.001443	-0.004865	-0.003367	-0.023767
0.022248	0.063460	-0.065910	0.031872	0.039500	-0.012400	-0.040700	0.002527	-0.041930	0.035475	0.011375
-0.005806	0.022248	0.003709	-0.001737	0.003700	0.017000	-0.022400	0.007905	0.010534	-0.009150	-0.012800
0.032582	-0.005806	0.005771	0.067951	-0.003700	-0.005200	0.028200	-0.000232	-0.006013	0.003267	-0.007183
-0.053597	0.032582	-0.079819	-0.043225	0.000600	0.010200	0.001000	-0.004994	-0.015260	0.006458	0.005108
0.039245	-0.053597	0.040106	0.043581	-0.007300	-0.015300	0.026900	0.008063	0.016405	0.002358	-0.018267
0.018313	0.039245	-0.025629	0.013598	0.017400	-0.009900	0.021800	0.017284	0.014600	0.011833	0.016933
-0.018518	0.018313	0.045525	-0.044639	0.015800	-0.008900	0.019200	0.016974	0.033996	0.002017	0.026862
0.010963	-0.018518	0.009901	0.034961	0.010300	-0.006100	0.028200	0.003965	0.006296	-0.000225	-0.005080
-0.045565	0.010963	-0.051770	-0.019703	-0.008600	-0.016900	-0.003200	0.006701	0.011785	-0.006925	0.000998
0.100141	-0.045565	0.043001	0.102621	-0.019900	-0.043400	0.092800	0.029646	0.047400	0.040908	0.029772
-0.011638	0.100141	-0.024695	0.105951	0.081800	0.049700	-0.111000	-0.017223	-0.021205	0.014917	0.005267
0.006966	-0.011638	-0.040297	0.038708	0.008400	0.063800	-0.031200	0.001954	-0.008926	0.004850	-0.000470
-0.028249	0.006966	-0.072763	0.027657	-0.012700	0.035700	-0.016300	-0.009069	-0.014113	-0.000558	0.003735
0.015310	-0.028249	-0.001157	-0.015161	-0.059700	0.042600	0.000500	0.003825	0.003970	-0.009558	0.005459
-8.59E-05	0.015310	0.057455	-0.009118	0.002700	0.011100	-0.007900	0.014806	0.027061	0.007033	-0.016982
-0.023892	-8.59E-05	-0.051157	-0.111204	-0.030100	0.031300	0.014800	0.011914	0.024560	-0.005142	-0.004192
0.036598	-0.023892	-0.028332	0.006612	-0.002400	-0.007600	0.025400	0.021595	0.020322	0.009492	0.013277
-0.028178	0.036598	0.052363	-0.052351	-0.000300	-0.011600	-0.000300	0.007403	0.024905	0.000508	0.010735
